id,tipo,autor,title,seccion,categoria,video_id,video_url,description,program_id
66,video,Jen Lo,Bhakti of Heart,cope_special,N/A,857404922,https://vimeo.com/857404922,A devotional practice that allows you to move the life force of your body through the sound of your heartbeat. The session ends by relaxing into a heart-centered mantra.,15.0
68,video,Jen Lo,Bhakti of Humming,cope_live,N/A,857404803,https://vimeo.com/857404803,Explore the science of humming and use the bumble bee breath to feel vibration within the body.,13.0
69,video,Charlie Moult,Breathwork for Deep Rest,cope_special,N/A,856782252,https://vimeo.com/856782252,This guided breathing exercise will lead you to access a state of deep rest at the end of your day.,15.0
70,video,Monique Andrews,Some Days are Hard,cope_daily,N/A,855918802,https://vimeo.com/855918802,"A message from cōpe co-founder, Dr. Monique Andrews, for those hard days where you need inspiration to extend yourself grace.",
71,video,Tamara MacIntyre,A 24 Hour Clock,cope_daily,N/A,858509870,https://vimeo.com/858509870,"The inspiration you need to follow a rhythm to your day, even if you're up all night.",
76,video,Tamara MacIntyre,Before & After the Diagnosis,cope_daily,N/A,860692857,https://vimeo.com/860692857,Learning and accepting that you are not the same person before and after receiving a chronic illness or pain diagnosis.,
77,video,Daniel Gefen,Every Moment Serenity,cope_together,N/A,861924939,https://vimeo.com/861924939,You can take this seated exercise practice with you anywhere to scan your body and release tension to bring forward feelings of serenity.,10.0
81,video,Monique Andrews,Healing is an Inside Job,cope_special,N/A,861925896,https://vimeo.com/861925896,cōpe co-founder Dr. Monique Andrews interviews Dr. Moti Levi and his movement toward things outside of conventional medicine that promoted healing from the inside.,
82,video,Marisa Radha Weppner,Gentle Yoga,cope_special,N/A,861925328,https://vimeo.com/861925328,A yoga practice desgined for challenging times to help you heal. This practice is designed to be accessible for everyone - no yoga experience required.,8.0
86,video,Sarah Mclean,Meditation to Ease Your Path,cope_live,N/A,854689724,https://vimeo.com/854689724,cōpe co-founder Dr. Monique Andrews sits down with best-selling author Sarah McLean to explore the benefits of practicing meditation and using it to ease your path for whatever journey you find yourself on.,12.0
90,video,Juliette Savin,Pilates for Breathing ,cope_special,N/A,868321485,https://vimeo.com/868321485,"In this practice, Juliette guides you through various positions that allow you to feel your breath as it moves in and out of your lungs. ",15.0
94,video,Tamara MacIntyre,Healing Inspiration with Dean Hall,cope_together,N/A,869547831,https://vimeo.com/869547831,cōpe co-founder Tamara MacIntyre sits down with Dean Hall to discuss his journey following a cancer diagnosis.,
96,video,Dan Zigmond,Zen Meditation on Breath,cope_special,N/A,870053957,https://vimeo.com/870053957,A guided meditation to experience stillness through your breath.,11.0
97,video,Marisa Radha Weppner,Alter Your State,cope_together,N/A,870046280,https://vimeo.com/870046280,"In this interview, cōpe co-founder Dr. Monique Andrews explores the idea of altered states and how they can impact healing with guide Marisa Radha Weppner.",14.0
98,video,Monique Andrews,Waves,cope_daily,N/A,869993375,https://vimeo.com/869993375,Use the metaphor of waves to understand that there will be calm between the waves of life.,
104,video,Mark Jensen,Qi Gong Practice,cope_special,N/A,864288811,https://vimeo.com/864288811,This integrated warm-up to puts your body in motion to reach different parts of your body to foster inner connection.,10.0
106,video,Haley Turpin,Let Go of The Mind,cope_special,N/A,875131630,https://vimeo.com/875131630,This class is for individuals who are feeling tense and stress because their mind has been busy all day. The breather can expect to experience more peace and presence after completing the session. ,
107,video,Laia Bové,Restorative Yoga to Release,cope_special,N/A,869119862,https://vimeo.com/869119862,"This class is designed to help you relax, release, and soften at the end of the day, or any time you want to let go and spend some time with yourself.",15.0
109,video,Jen Accristo,Gentle Breathwork,cope_special,N/A,869110892,https://vimeo.com/869110892,Gentle breath work with a body scan visualization.,8.0
111,video,Haley Turpin,Breathing With Grief ,cope_special,N/A,875131968,https://vimeo.com/875131968,"In this session, we show appreciation to our grief as we allow one or two layers to unfold within us. ",
112,video,Laia Bové,Journaling for Inner Clarity,cope_special,N/A,869119277,https://vimeo.com/869119277,This journaling session is designed to provide you with a practical tool for releasing emotional tension through writing. ,13.0
113,video,Haley Turpin,I am Safe,cope_special,N/A,870053265,https://vimeo.com/870053265,The intention for this session is to breathe into presence and provide safety for the body. Breathers can expect more peace in their hearts and clarity in their minds. ,
114,video,Jen Accristo,Meditation with Koshi Chimes,cope_special,N/A,869110734,https://vimeo.com/869110734,This gentle guided meditation with koshi wind chimes calls on the energy of Mother Earth. Let go of anything not serving you in this moment and call in things that would serve you best.,9.0
115,video,Haley Turpin,Being With Pain,cope_special,N/A,870053387,https://vimeo.com/870053387,"The intention of this season is to grow our strength in being with our pain. Breathers can expect to feel grounded, supported, and strengthen through their ability to feel their pain. ",
116,video,Nichol Chase,Relieve Stress and Open to Joy,cope_special,N/A,870053615,https://vimeo.com/870053615,"In this short meditation practice, we will relieve stress with soothing touch and full, deep breaths to open up to a feeling of joy. ",
117,video,Laia Bové,Breathwork to Relax,cope_special,N/A,869108263,https://vimeo.com/869108263,This class is perfect for those times when you're experiencing high-stress or you've been going non-stop and could use a few minutes to pause and breathe. ,
118,video,Laia Bové,Accessible Flow to Feel Good,cope_special,N/A,869119501,https://vimeo.com/869119501,"This slow flow-inspired class is crafted to provide you with an organic blend of accessible movement synced to your breath, and it is perfect for when you're seeking to infuse your day with a touch of vitality, energy, and balance. ",12.0
119,video,Jen Accristo,Foundational Practice,cope_special,N/A,869120406,https://vimeo.com/869120406,"A gentle guided meditation to explore shielding yourself energetically, calling energy back to the self, and cutting cords to anything not serving you.",15.0
120,video,Haley Turpin,Sending Love,cope_special,N/A,870053131,https://vimeo.com/870053131,"The intention of this practice is to cultivate one's love for self and then from a full cup, pouring love out to those we want to send love to.",
122,video,Laia Bové,Gentle Mobility Practice,cope_special,N/A,869108746,https://vimeo.com/869108746,"This gentle and accessible yoga class is for anyone looking to bring a little bit of gentle movement ito their body, especially on those days when they feel low on energy.",
123,video,Tamara MacIntyre,Grief,cope_daily,N/A,869992347,https://vimeo.com/869992347,An introduction Francis Weller for those experiencing grief.,
128,video,Tamara MacIntyre,Mood,cope_daily,N/A,869992721,https://vimeo.com/869992721,Reflect on your current mood to honor what you're feeling and gain perspective on what is causing it and how you can change it.,
129,video,Laia Bové,Intro to the 30-Day Challenge,cope_daily,N/A,875608200,https://vimeo.com/875608200,"Welcome to a transformative journey of self-love, empowerment, and healing. Laia kicks off our 30-day challenge by providing valuable insights and tips to maximize your experience. As you embark on this life-altering adventure, you'll set the stage for personal growth and self-discovery. Get ready to explore the depths of your inner self and build a strong foundation for the days to come.",1.0
130,video,Laia Bové,Grounding Meditation,cope_daily,N/A,875610966,https://vimeo.com/875610966,"Today, Laia invites you to ground yourself through a soothing meditation. Immerse yourself in this practice to connect with the earth beneath your feet. By centering your thoughts and emotions, you'll create a solid base from which to navigate the challenges and opportunities ahead.",1.0
131,video,Laia Bové,Nurturing Self Compassion,cope_daily,N/A,878951384,https://vimeo.com/878951384,"How do we love ourselves more? In this session, Dr. Mo shares some wisdom on self-compassion and how you can foster more loving kindness in your life, even when dealing with physical and mental challenges.",1.0
132,video,Laia Bové,Body Literacy - Observing | Learning | Understanding ,cope_daily,N/A,875613595,https://vimeo.com/875613595,"Join Laia in an exploration of body literacy. Your body is always speaking to you, and today, you'll learn a bit more about how to listen to it with curiosity and care. Understand the language your body speaks, observe its signals, and begin the journey of self-awareness. This newfound understanding is a vital tool in your holistic healing process.",1.0
133,video,Laia Bové,Body Awareness Meditation for Self-Awareness ,cope_daily,N/A,875616110,https://vimeo.com/875616110,"Experience the power of bodily self-awareness through this meditation. This guided practice will take you on a journey inward, helping you identify areas of tension, stress, or discomfort, as well as celebrating the spaces of pleasure and openness. By acknowledging these sensations, you'll lay the groundwork for healing and relaxation.",1.0
134,video,Laia Bové,Setting Intentions ,cope_daily,N/A,875790138,https://vimeo.com/875790138,"Setting intentions is a powerful act of self-determination. Today, Laia guides you through a meditation designed to help you clarify your goals, aspirations, and desires for this transformative journey. By grounding your commitment to self-love, empowerment, and healing, you're taking a significant step towards achieving them.",1.0
135,video,Laia Bové,Morning Affirmations for Self-Love ,Programs,planning,875620450,https://vimeo.com/875620450,"Begin your day with a dose of self-love and positivity. Laia's morning affirmations are designed to uplift your spirits, boost your confidence, and remind you of your innate worthiness. As you incorporate these affirmations into your daily routine, you'll cultivate a powerful self-love practice that can transform your life.",1.0
136,video,Laia Bové,Slow-Flow Accessible Yoga Practice ,cope_daily,N/A,875791508,https://vimeo.com/875791508,"This movement practice focuses on gentle, intentional movements and stretches that will nurture your body and cultivate a profound sense of inner peace and balance.",1.0
137,video,Laia Bové,Moving through Challenging Times,cope_daily,N/A,878701714,https://vimeo.com/878701714,"Dr. Tamara says that when we are most challenged we are often invited to let go of something in order to allow for a new present moment. Join us for a chat on how to navigate difficult times, with an invitation to take action with a writing exercise. ",1.0
138,video,Laia Bové,Breathwork for Balance ,Programs,planning,875793794,https://vimeo.com/875793794,"Join Laia in exploring the transformative power of breathwork. In today's session, you'll be invited to practice Alternate Nostril Breathing, a simple technique that promotes balance and calmness within. By harnessing the breath's ability to center and ground you, you'll gain a valuable tool for maintaining inner equilibrium amidst life's fluctuations.",1.0
139,video,Laia Bové,Mindful Movement ,Programs,planning,875622450,https://vimeo.com/875622450,"Mindful movement is the focus of today's practice with Laia. Through deliberate and attentive floor-based movement, you'll learn to inhabit the present moment fully. This session encourages you to listen to your body, nurturing a profound sense of tranquility and mindfulness that will serve as a cornerstone for your journey.",1.0
140,video,Laia Bové,Breathwork & the Nervous System,Programs,planning,878710718,https://vimeo.com/878710718,"Breath is the divine cycle of life. Join Dr. Mo in this session that covers the basic science of breath and includes some useful self-regulation breath techniques; the 4-7-8 breath to down-regulate, and Kapalabhati breathing for when you want to activate yourself. ",1.0
141,video,Laia Bové,Tea Meditation for Presence ,cope_daily,N/A,875747048,https://vimeo.com/875747048,"Savor the simple joy of a tea meditation with Laia. In this practice, you'll learn how to fully engage your senses and be profoundly present in the moment. By cultivating mindfulness through this sensory experience, you'll deepen your connection to the here and now.",1.0
142,video,Laia Bové,The Importance of Routines & Rituals ,Programs,planning,875749430,https://vimeo.com/875749430,"Laia delves into the significance of establishing routines and rituals in your life, especially when dealing with health-related challenges. Today's discussion explores how these practices can provide stability and well-being. ",1.0
143,video,Laia Bové,Self-care Ritual to Connect to your Energy,cope_daily,N/A,875751344,https://vimeo.com/875751344,"Explore a self-care ritual designed to help you connect with your inner energy. Through a blend of journaling and movement, Laia guides you to tap into your inner wellspring of strength. This practice serves as a reminder of your innate resilience and power.",1.0
144,video,Laia Bové,Self-care Ritual for Focus,Programs,planning,875754708,https://vimeo.com/875754708,"Discover a self-care ritual focused on enhancing your ability to concentrate and stay present. Laia's guidance helps you find clarity and cultivate a sense of purpose in your daily life. As you immerse yourself in this practice, you'll strengthen your ability to navigate life's challenges with resilience and intention through breath and accessible yoga.",1.0
145,video,Laia Bové,Self-care ritual to unwind and release,Programs,planning,875757956,https://vimeo.com/875757956,"Release stress and tension with Laia's self-care ritual designed for unwinding and letting go. Through a combination of gentle movement and meditation, you'll cleanse your mind and body, leaving you feeling refreshed and rejuvenated. This practice serves as a sanctuary for nurturing your inner peace.",1.0
146,video,Laia Bové,Coping with Uncertainty,Programs,planning,878702509,https://vimeo.com/878702509,"When dealing with illness, uncertainty can be a representation of our fear. How do we grow beyond? Dr. Tamara shares a beautiful passage for inspiration, and an exercise for you to explore. ",1.0
147,video,Laia Bové,Cultivating Inner Peace,Programs,planning,875760676,https://vimeo.com/875760676,"Cultivate a profound sense of inner peace through Laia's soothing meditation. In the midst of life's storms, this practice will help you find tranquility within yourself. By grounding yourself in a place of inner serenity, you'll continue your journey towards self-love and healing with resilience.",1.0
148,video,Laia Bové,The Healing Power of Nature ,Programs,planning,875762444,https://vimeo.com/875762444,"Today, Laia invites you to connect with the healing power of nature, and we'll go outside! Through meditation, you'll immerse yourself in the rejuvenating energy that surrounds us. As you absorb the serenity and vitality of the natural world, you'll find renewed strength and inspiration for your journey towards self-love and empowerment.",1.0
149,video,Laia Bové,Healing with Restorative Yoga,Programs,planning,875777678,https://vimeo.com/875777678,"Delve into the therapeutic benefits of restorative yoga with Laia. This gentle practice emphasizes deep relaxation and healing. Through carefully curated poses and techniques, you'll nurture your body and soul, fostering a profound sense of well-being and renewal.
",1.0
150,video,Laia Bové,Finding Joy and Play ,Programs,planning,875781607,https://vimeo.com/875781607,"Laia's discussion today centers around the importance of finding joy and playfulness in life. She introduces a meaningful challenge that encourages you to embrace and infuse your daily experiences with moments of joy. As you engage with this challenge, you'll rediscover the childlike wonder within you and unlock newfound avenues of self-expression and creativity.",1.0
151,video,Laia Bové,Playful Yoga Practice,Programs,planning,875782308,https://vimeo.com/875782308,"Get ready for a playful, always accessible, yoga practice with Laia. Today's movements are designed to infuse your practice with a sense of joy and lightness. As you flow through these poses, you'll rediscover the joy of movement and self-expression, connecting with your inner child and nurturing your sense of playfulness.",1.0
152,video,Laia Bové,Journaling Prompts for Resilience ,Programs,planning,875784327,https://vimeo.com/875784327,"Journaling can be a powerful tool for reflection and growth. Today, Laia provides journaling prompts that encourage you to explore your resilience. By putting your thoughts and emotions on paper, you'll gain deeper insights into your inner strength and resilience, paving the way for continued personal growth.",1.0
153,video,Laia Bové,Cultivating Hope & Resilience,Programs,planning,878951791,https://vimeo.com/878951791,"Learning to cope with our challenges, whether physical, mental, or emotional, and building resilience will give you better tools to move through life. Today, Dr. Mo shares some practical tips with you on how to cultivate more hope and resilience.",1.0
154,video,Laia Bové,Affirmations for Self-Empowerment ,Programs,planning,875785457,https://vimeo.com/875785457,"Affirmations are a potent tool for self-empowerment. Laia guides you through a session that combines journaling and meditation to help you craft and embody affirmations that resonate with your inner strength. By nurturing self-empowerment, you'll continue to build a strong foundation for personal growth and healing.",1.0
155,video,Laia Bové,Chair Yoga for Self-Love ,cope_daily,N/A,875786538,https://vimeo.com/875786538,"Discover the practice of chair yoga for self-love with Laia. This accessible and gentle movement practice is designed to foster self-compassion and self-acceptance. As you engage with these poses, you'll experience a profound sense of self-love and appreciation for your body.",1.0
156,video,Laia Bové,Soul-Nourishing Yoga Nidra,Programs,planning,875788737,https://vimeo.com/875788737,Gift yourself a few minutes of absolute rest and surrender in this yoga nidra-inspired meditation that you can do laying down. Grab some props to make yourself warm and comfortable!																									,1.0
157,video,Laia Bové,Celebration & Play,Programs,planning,878703389,https://vimeo.com/878703389,"Do you make time for play in your life? Take a few moments today to celebrate getting through this challenge, and developing new tools to help you cope and find more joy in your life. ",1.0
158,video,Laia Bové,"Closing Chat (Tamara, Mo, Laia)",Programs,planning,878718472,https://vimeo.com/878718472,"In this final session, your guides, Tamara, Mo, and Laia, come together to reflect on your 30-day journey. They offer closing thoughts, insights, and guidance as you prepare to take the lessons and transformations gained during this challenge into the next chapters of your life. Today is a celebration of your resilience, self-love, and empowermentâ€”a testament to your capacity for growth and healing.",1.0
159,video,Nichol Chase,Release Stress,cope_special,N/A,878653972,https://vimeo.com/878653972,In this practice you willcreate soothing sounds from Somatic Experiencing and from yogic tradition to release stress and open to interconnection.,15.0
160,video,Ceri Conway,Living Water in the Body,cope_special,N/A,878333492,https://vimeo.com/878333492,A yoga nidra practice that explores the ways in which water flows around you and within you.,
162,video,Juliette Savin,Pilates for Healthy Hips,cope_special,N/A,877409290,https://vimeo.com/877409290,For anyone who feels that their hips are a bit stuck or tight and would benefit from some mobility exercises.,
163,video,Haley Turpin,Breathe to Feel,cope_special,N/A,878616493,https://vimeo.com/878616493,An opportunity to pause and feel what emotions are trying to arise in the body when we are at our busiest moments of doing.,13.0
164,video,Ceri Conway,Refresh With Breath,cope_special,N/A,878334004,https://vimeo.com/878334004,A restorative yoga practice to lean into your body with all its wonders and flaws.,
167,video,Monique Andrews,cōpe SPECIAL: The Science of Hope,cope_daily,N/A,871716070,https://vimeo.com/871716070,"cōpe co-founder, Dr. Monique Andrews, sits down with Dr. Dan Tomasulo to discuss the science of hope, learned hopefulness, and positive psychology techniques to change your physiology to shift the state of their nervous system.",
168,video,Monique Andrews,cōpe TOGETHER: cōpe Basics,cope_special,N/A,882887145,https://vimeo.com/882887145,Learn about cōpe from our co-founders Dr. Monique Andrews and Tamara MacIntyre and how it can help you cope with whatever health challenge you may be facing.,13.0
169,video,Juliette Savin,Standing Pilates for the Back,cope_special,N/A,877394330,https://vimeo.com/877394330,"In this practice, the wall helps us stand tall with our spine aligned, and keep our alignment throughout. It can also be done sitting on a bed with the back against the wall.",
170,video,Nichol Chase,Introduction,Programs,practice,883724179,https://vimeo.com/883724179,Introduction to the Navigating Stress and Anxiety 10-Day Series.,2.0
171,video,Nichol Chase,Finding a Zone of Safety through Mindfulness,Programs,practice,883724340,https://vimeo.com/883724340,"In this practice, we will create a zone of safety through mindfulness. Through choosing a small object of comfort, using our imagination to create a place of safety, connecting with the 5 senses, and opening to awareness of the body we will learn several tools to settle into a feeling of groundedness, calm and safety.",2.0
172,video,Nichol Chase,Finding a Zone of Safety through Movement,Programs,practice,883724800,https://vimeo.com/883724800,"In this meditative movement practice, we will explore the unconcerned moment of movement -- the type of movement that emerges as a pure impulse from the body itself. We will drop beneath thinking to generate movement, and instead ask the body how it wants to move. ",2.0
173,video,Nichol Chase,Finding a Zone of Safety through Music,Programs,practice,883725275,https://vimeo.com/883725275,"In this calming practice, we will use the resonance of our voices to find a zone of safety within. The practice starts with chanting Voo and Aum, expands into humming like a bee, and culminates with the chant So Hum, which reminds us that we are whole and complete. ",2.0
174,video,Nichol Chase,Riding the Waves of Experience through Mindfulness,Programs,practice,883725719,https://vimeo.com/883725719,"In this meditation practice, we will work on developing resilient strength. Like a tree, we will stay rooted and strong, yet flexible and able to yield to the winds of change. The aim is develop a quality of pliability and adaptability when encountering any type of challenge in life. ",2.0
175,video,Nichol Chase,Riding the Waves of Experience through Movement,Programs,practice,883726162,https://vimeo.com/883726162,"In this practice, we will explore the dynamic, ever-changing power of movement. Through body movement, we will externalize and express the waves of body sensation, emotions and thoughts to gain new insights and tools to understand our internal experience.",2.0
176,video,Nichol Chase,Riding the Waves of Experience through Music,Programs,practice,883727930,https://vimeo.com/883727930,"In this playful practice, we will activate the breath, warm-up our vocal instrument and use our voices to express the waves of internal experience. The practice will end with a chant to Ganesha, who is said to help us to gain wisdom and strength to navigate the challenges we face in life.",2.0
177,video,Nichol Chase,Anchoring in the Here & Now through Mindfulness,Programs,practice,883728870,https://vimeo.com/883728870,"In this simple meditation practice, we will learn to come back to the present moment, again and again. We will explore anchoring to the here and now through connecting with a chosen object, with a pleasant or neutral place in the body, and with following the breath. ",2.0
178,video,Nichol Chase,Anchoring in the Here & Now through Movement,Programs,practice,883735693,https://vimeo.com/883735693,"In this gentle movement practice, we will place the body in different positions to heighten our awareness. The aim is to breathe deeply, move intentionally, and anchor to the here and now in each body position or shape -- essentially, we will be shape shifting for presence.",2.0
179,video,Nichol Chase,Anchoring in the Here & Now through Music,Programs,practice,883736345,https://vimeo.com/883736345,"In this simple practice, we will use the sound of our voices to anchor in the here and now. Through deepening the breath and repeating the simple chants of Aum and So Hum, we will soothe the nervous system and ground in the present moment. ",2.0
180,video,Nichol Chase,Putting it All Together: A Culminating Practice,Programs,practice,883737231,https://vimeo.com/883737231,"In this culminating practice, we will touch on elements from all of the practices in the series. Some parting tips will help to give you ideas for how these practices can be used as go-to strategies for navigating stress and anxiety in your daily life. ",2.0
182,video,Juliette Savin,Gentle Pilates for the Back,cope_special,N/A,877399368,https://vimeo.com/877399368,"In this class we go through a series of gentle exercises to move our spine in all directions, and stretch and strengthen our back muscles. ",
183,video,Nichol Chase,"Rest, Breathe, and Relax into Joy",cope_special,N/A,878653674,https://vimeo.com/878653674,"In this practice you will focus on deep rest, full breathing, and relaxing the body for a short break in your day or as an antidote for stress, anxiety, or tension in the body. ",9.0
184,video,Ceri Conway,Settle the Mind for Healing,cope_special,N/A,878334316,https://vimeo.com/878334316,"Head to one of your favorite outdoor spots to view the sunrise to deepen your connection to mother nature with this guided mediation to better appreciate all the creatures, plants, and nonliving things that make our earth beautiful.",8.0
185,video,Nichol Chase,Exploring Playful Expression,cope_special,N/A,878654767,https://vimeo.com/878654767,The Gaga movement practice serves as inspiration for this playful exploration of the body. We will become animal and open up to creative expression through imagery and a healthy dose of fun. ,14.0
186,video,Juliette Savin,Pilates for the Fascia,cope_special,N/A,877811664,https://vimeo.com/877811664,This class requires a bit of muscular strength and mobility. It is for participants who like a challenge and feel like moving their whole body  in all directions while having fun! ,13.0
187,video,,Healing Reset Part 1,Programs,practice,877981175,https://vimeo.com/877981175,"Drop your preconceived notions of healing and explore the possibilities that await you just by reflecting on thoughts and feelings that affect the way a life-limiting illness can manifest in your physical body. In this video and corresponding worksheet, learn to gauge your own energy and vibrations and how that is impacting your healing journey.",4.0
188,video,Talia Halberor,Healing Reset Part 2,cope_daily,N/A,877983204,https://vimeo.com/877983204,How is your perception of reality impacting the signals your brain is sending your body? Utilize todayâ€™s accompanying activity to learn how you can reframe your past in a way that helps you build the future following a challenging health diagnosis.,4.0
189,video,,Healing Reset Part 3,Programs,practice,877986213,https://vimeo.com/877986213,Is stress standing in the way of your healing? Talia introduces ways to teach your body peace and calm to give it the space it needs to foster healing. Put her method into practice immediately with the prompts of todayâ€™s worksheet.,4.0
190,video,Talia Halberor,Introduction Healing Reset Challenge,cope_daily,N/A,887665631,https://vimeo.com/887665631,"Meet Talia Halberor, your 3-Day Healing Reset guide.",4.0
191,video,Ceri Conway,Welcome The Whole Body,cope_special,N/A,878334600,https://vimeo.com/878334600,This accessible restorative yoga practice can be done on a mat or reclining in a bed to remember and reinvigorate the aliveness in the body that allows you to experience each and every day.,12.0
195,video,Nichol Chase,Facing Fear with Fierce Kindness,cope_special,N/A,878654498,https://vimeo.com/878654498,This practice calls upon the qualities of the fearless Durga to navigate challenge with fierce kindness.,14.0
196,video,Juliette Savin,Morning Pilates,cope_special,N/A,883010840,https://vimeo.com/883010840,"This practice is designed to be done in the morning, with gentle warm-ups for the joints and spine to start the day. Additionally, stretching of the lower and upper back will be done to release any tightness after sleeping or desk-sitting fatigue.",14.0
197,video,Jillian Farrell,Find Joy,cope_daily,N/A,890723977,https://vimeo.com/890723977,The inspiration you need to find joy in your day today.,
200,video,Monique Andrews,Breathing In Joy,cope_special,N/A,891854943,https://vimeo.com/891854943,A practice to help you bring positive emotions into the mind and body.,
202,video,Tamara MacIntyre,Feeling Your Body,cope_daily,N/A,895456235,https://vimeo.com/895456235,A reminder that movement allows us to feel the bigness of our bodies.,
203,video,Juliette Savin,Pilates with a Towel,cope_special,N/A,883011779,https://vimeo.com/883011779,"In this workout, using our towel or scarf we strengthen our shoulders and back, as well as stretch the back of our legs and mobilise our hips. ",
205,video,Juliette Savin,Pilates for the Upper Body,cope_special,N/A,897515982,https://vimeo.com/897515982,"This gentle seated Pilates workout is for anyone who suffers from upper back, neck or shoulder pain and would like to keep the pain at bay by moving and strengthening their upper back and shoulder area. ",
209,video,Juliette Savin,Workout to Warm Up,cope_daily,N/A,898859446,https://vimeo.com/898859446,"This is a dynamic, strengthening workout for the whole body. ",
210,video,COPE,membership welcome,cope_daily,planning,866488843,https://vimeo.com/866488843,membership welcome,
213,video,Juliette Savin,Lengthen & Rotate Pilates,cope_daily,N/A,898859317,https://vimeo.com/898859317,"This is a dynamic class where we lengthen the body into rotation, twisting and untwisting to feel great in our spine.",
214,video,Tamara MacIntyre,Mantras,cope_daily,N/A,893654982,https://vimeo.com/893654982,What is a mantra and how can you use it to help you calm your nervous system in times of stress or anxiety.,
215,video,Cyndi Lee,Day-1,cope_daily,N/A,900626092,https://vimeo.com/900626092,"Welcome to the challenge! Today Cyndi will guide you through the three steps of Mindfulness Meditation technique, as well as how to organize your posture and work with your breath.",5.0
216,video,Cyndi Lee,Day-2,,practice,900627139,https://vimeo.com/900627139,Today Cyndi will talk about Mindfulness and Mindfulness Meditation.  You will learn the difference between the two and how to experience them in and outside of practice.,5.0
217,video,Cyndi Lee,Day-3,,practice,900624921,https://vimeo.com/900624921,"Learn from Cyndi why Mindfulness Meditation is an â€œeyes openâ€ practice, how it helps us be awake in our daily life, and how to get comfortable with this part of the technique.",5.0
